Neighborhood,Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,FixedLotFrontage,FixedLotArea,FixedMasVnrArea,FixedTotalBsmtSF,Fixed1stFlrSF,Fixed2ndFlrSF,FixedLowQualFinSF,FixedGrLivArea,FixedBsmtFullBath,FixedBsmtHalfBath,FixedFullBath,FixedHalfBath,FixedBedroomAbvGr,FixedKitchenAbvGr,FixedTotRmsAbvGrd,FixedFireplaces,FixedGarageYrBlt,FixedGarageCars,FixedGarageArea,FixedWoodDeckSF,FixedOpenPorchSF,FixedEnclosedPorch,Fixed3SsnPorch,FixedScreenPorch,FixedPoolArea,FixedMiscVal,FixedYrSold,FixedSalePrice,YearsSinceBuilt,YearsSinceRemodel,SafetyScore,BicycleFriendlyScore,WalkabilityScore,SchoolingScore,HouseholdIncomeScore,DesirabilityScore
BrkSide,52,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,GasA,TA,Y,null,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,Shed,9,WD,Normal,52,6240,0,816,816,0,360,1176,0,0,1,0,3,1,6,1,1985,2,528,112,0,0,0,0,0,400,2006,114500,72,56,3,4,2,4,3,2
IDOTRR,53,90,RM,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,RRNn,Norm,Duplex,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,GasA,TA,N,null,TA,Typ,NA,CarPort,Unf,TA,TA,Y,NA,NA,NA,5,WD,Normal,110,8472,0,816,816,0,0,816,1,0,1,0,2,1,5,0,1963,2,516,106,0,0,0,0,0,0,2010,110000,47,47,1,2,2,4,1,1
Veenker,54,20,RL,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GasA,Gd,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,11,WD,Normal,68,50271,0,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,1981,3,894,857,72,0,0,0,0,0,2006,385000,25,19,1,1,1,2,3,3
NAmes,55,80,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Min1,TA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,2,WD,Normal,60,7134,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,1962,2,572,0,50,0,0,0,0,0,2007,130000,52,52,3,2,1,4,2,2
NAmes,56,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,100,10175,272,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,1964,2,576,0,0,0,407,0,0,0,2008,180500,44,44,3,2,1,4,2,2
Somerst,57,160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,8,WD,Abnorml,24,2645,456,970,983,756,0,1739,1,0,2,1,3,1,7,0,1999,2,480,115,0,0,0,0,0,0,2009,172500,10,9,2,2,1,5,3,3
CollgCr,58,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,WD,Normal,89,11645,0,860,860,860,0,1720,0,0,2,1,3,1,7,0,2004,2,565,0,70,0,0,0,0,0,2006,196500,2,2,3,1,1,3,2,3
StoneBr,59,60,RL,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GasA,Ex,Y,null,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,10,New,Partial,66,13682,1031,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,2006,3,641,192,0,37,0,0,0,0,2006,438780,0,0,3,3,1,1,3,3
CollgCr,60,20,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,1,WD,Normal,60,7200,0,780,780,0,0,780,0,0,1,0,2,1,4,0,1973,1,352,196,0,0,0,0,0,0,2008,124900,36,36,3,1,1,3,2,3
SawyerW,61,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,5,New,Partial,63,13072,0,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2006,2,576,0,50,0,0,0,0,0,2006,158000,2,2,3,1,1,2,2,3
IDOTRR,62,75,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,GasA,TA,N,null,Fa,Typ,NA,Detchd,Unf,TA,TA,N,NA,NA,NA,3,WD,Normal,60,7200,0,530,581,530,0,1111,0,0,1,0,3,1,6,0,1935,1,288,0,0,144,0,0,0,0,2007,101000,87,11,1,2,2,4,1,1
NridgHt,63,120,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,10,WD,Normal,44,6442,178,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2006,2,484,120,49,0,0,0,0,0,2007,202500,1,1,3,3,1,5,3,3
OldTown,64,70,RM,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,NA,4,WD,Normal,50,10300,0,576,902,808,0,1710,0,0,2,0,3,1,9,0,1990,2,480,12,11,64,0,0,0,0,2010,140000,89,60,1,4,2,4,2,1
CollgCr,65,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,GdPrv,NA,2,WD,Normal,69,9375,573,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,1998,2,645,576,36,0,0,0,0,0,2009,219500,12,11,3,1,1,3,2,3
NridgHt,66,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,NA,NA,NA,10,WD,Normal,76,9591,344,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,2004,3,852,192,151,0,0,0,0,0,2007,317000,3,2,3,3,1,5,3,3
NAmes,67,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GasA,TA,Y,null,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,7,WD,Normal,69,19900,287,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,1970,2,576,301,0,0,0,0,0,0,2010,180000,40,21,3,2,1,4,2,2
CollgCr,68,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,6,WD,Normal,72,10665,167,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2003,2,558,144,29,0,0,0,0,0,2007,226000,4,4,3,1,1,3,2,3
OldTown,69,30,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,47,4608,0,747,747,0,0,747,0,0,1,0,2,1,4,0,1945,1,220,0,0,0,0,0,0,0,2010,80000,65,60,1,4,2,4,2,1
ClearCr,70,50,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,None,Gd,TA,CBlock,TA,TA,No,GasW,TA,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,7,WD,Normal,81,15593,0,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,1953,2,667,0,21,114,0,0,0,0,2006,225000,53,53,2,1,3,3,2,3
NAmes,71,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,GasA,Ex,Y,null,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,2,WD,Normal,95,13651,1115,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,1973,2,516,300,0,0,0,0,0,0,2007,244000,34,34,3,2,1,4,2,2
Mitchel,72,20,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Normal,69,7599,0,845,845,0,0,845,1,0,1,0,2,1,4,0,1987,2,360,0,0,0,0,0,0,0,2007,129500,25,1,3,2,1,4,2,2
Gilbert,73,60,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,12,WD,Normal,74,10141,40,832,885,833,0,1718,0,0,2,1,3,1,7,1,1998,2,427,0,94,0,0,291,0,0,2009,185000,11,11,3,3,1,4,3,3
NAmes,74,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,5,WD,Normal,85,10200,104,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,1989,2,490,0,0,0,0,0,0,0,2010,144900,56,7,3,2,1,4,2,2
OldTown,75,50,RM,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,TA,No,GasA,Gd,N,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,5,WD,Normal,60,5790,0,840,840,765,0,1605,0,0,2,0,3,2,8,0,1915,1,379,0,0,202,0,0,0,0,2010,107400,95,60,1,4,2,4,2,1
MeadowV,76,180,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Gd,GasA,TA,Y,null,TA,Typ,NA,BuiltIn,Unf,TA,TA,Y,NA,GdWo,NA,11,WD,Normal,21,1596,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1973,1,297,120,101,0,0,0,0,0,2009,91000,36,36,3,2,1,4,2,2
NAmes,77,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,4,WD,Normal,69,8475,0,952,952,0,0,952,0,0,1,0,2,1,4,0,1956,1,283,0,0,0,0,0,0,0,2008,135750,52,52,3,2,1,4,2,2
BrkSide,78,50,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Min1,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,1,WD,Normal,50,8635,0,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1948,1,240,0,0,0,0,0,0,0,2008,127000,60,7,3,4,2,4,3,2
Sawyer,79,90,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,GasA,TA,N,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,4,WD,Normal,72,10778,0,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,1980,0,0,0,0,0,0,0,0,0,2010,136500,42,42,3,2,1,2,2,1
OldTown,80,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,5,WD,Normal,60,10440,0,440,682,548,0,1230,0,0,1,1,2,1,5,0,1966,2,440,74,0,128,0,0,0,0,2009,110000,99,28,1,4,2,4,2,1
NAmes,81,60,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,GasA,TA,Y,null,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,100,13000,576,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1968,1,509,0,72,0,0,252,0,0,2009,193500,41,41,3,2,1,4,2,2
Mitchel,82,120,RM,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GasA,Ex,Y,null,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,3,WD,Normal,32,4500,443,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,1998,2,405,0,199,0,0,0,0,0,2006,153500,8,8,3,2,1,4,2,2
Somerst,83,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,10,WD,Normal,78,10206,468,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,2007,3,758,144,99,0,0,0,0,0,2008,245000,1,1,2,2,1,5,3,3
NAmes,84,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,GasA,Gd,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,COD,Normal,80,8892,66,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,1974,2,461,74,0,0,0,0,0,0,2007,126500,47,47,3,2,1,4,2,2
Gilbert,85,80,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,GasA,Gd,Y,null,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,Shed,5,WD,Normal,69,8530,22,384,804,670,0,1474,0,0,2,1,3,1,7,1,1995,2,400,120,72,0,0,0,0,700,2009,168500,14,13,3,3,1,4,3,3
NoRidge,86,60,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,4,WD,Normal,121,16059,284,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,1991,2,462,127,82,0,0,0,0,0,2006,260000,15,14,3,2,1,5,3,3
Gilbert,87,60,RL,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,3,WD,Normal,122,11911,0,684,684,876,0,1560,0,0,2,1,3,1,6,1,2005,2,400,100,38,0,0,0,0,0,2009,174000,4,4,3,3,1,4,3,3
Somerst,88,160,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,NA,NA,NA,6,New,Partial,40,3951,76,612,612,612,0,1224,0,0,2,1,2,1,4,0,2009,2,528,0,234,0,0,0,0,0,2009,164500,0,0,2,2,1,5,3,3
IDOTRR,89,50,C (all),Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,None,Fa,Fa,CBlock,TA,Fa,No,GasA,TA,N,null,Fa,Typ,NA,NA,NA,NA,NA,N,NA,MnPrv,NA,10,ConLD,Abnorml,105,8470,0,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,1980,0,0,0,0,156,0,0,0,0,2009,85000,94,27,1,2,2,4,1,1
CollgCr,90,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,8,WD,Normal,60,8070,0,990,990,0,0,990,1,0,1,0,3,1,5,0,1980,0,0,0,0,0,0,0,0,0,2007,123600,13,12,3,1,1,3,2,3
NAmes,91,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,Slab,NA,NA,NA,GasA,TA,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,7,WD,Normal,60,7200,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,1950,2,420,0,29,0,0,0,0,0,2006,109900,56,56,3,2,1,4,2,2
NAmes,92,20,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,GdWo,NA,12,WD,Abnorml,85,8500,203,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,1961,2,480,0,0,0,0,0,0,0,2006,98600,45,45,3,2,1,4,2,2
Crawfor,93,30,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,GasA,Ex,Y,null,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,8,WD,Normal,80,13360,0,876,964,0,0,964,1,0,1,0,2,1,5,0,1921,2,432,0,0,44,0,0,0,0,2009,163500,88,3,2,4,4,4,2,3
OldTown,94,190,C (all),Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,Mn,GasW,Ex,N,null,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,11,WD,Normal,60,7200,0,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,1900,2,506,0,0,0,0,99,0,0,2007,133900,97,9,1,4,2,4,2,1
CollgCr,95,60,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,69,9337,0,824,905,881,0,1786,1,0,2,1,3,1,7,0,1997,2,684,0,162,0,0,0,0,0,2007,204750,10,10,3,1,1,3,2,3
Gilbert,96,60,RL,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,GasA,Gd,Y,null,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,NA,NA,Shed,4,WD,Normal,69,9765,68,680,680,790,0,1470,0,0,2,1,3,1,6,1,1993,2,420,232,63,0,0,0,0,480,2009,185000,16,16,3,3,1,4,3,3
CollgCr,97,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,8,WD,Normal,78,10264,183,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,1999,2,472,158,29,0,0,0,0,0,2006,214000,7,7,3,1,1,3,2,3
Edwards,98,20,RL,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,GasA,TA,Y,null,TA,Typ,NA,Attchd,Fin,TA,TA,P,NA,NA,NA,5,WD,Normal,73,10921,48,960,960,0,0,960,1,0,1,0,3,1,6,0,1965,1,432,120,0,0,0,0,0,0,2007,94750,42,42,2,2,2,3,2,1
Edwards,99,30,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,GasA,Fa,N,null,TA,Typ,NA,Basment,Unf,Fa,TA,Y,NA,NA,Shed,5,COD,Abnorml,85,10625,0,458,835,0,0,835,0,0,1,0,2,1,5,0,1920,1,366,0,0,77,0,0,0,400,2010,83000,90,60,2,2,2,3,2,1
NAmes,100,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GasA,Fa,Y,null,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,Shed,1,WD,Normal,77,9320,0,950,1225,0,0,1225,1,0,1,1,3,1,6,0,1980,0,0,352,0,0,0,0,0,400,2010,128950,51,51,3,2,1,4,2,2
NWAmes,101,20,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,GasA,Gd,Y,null,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,2,WD,Normal,69,10603,28,1610,1610,0,0,1610,1,0,2,0,3,1,6,2,1977,2,480,168,68,0,0,0,0,0,2010,205000,33,9,3,2,1,1,3,3
SawyerW,102,60,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,GasA,TA,Y,null,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,6,WD,Normal,77,9206,336,741,977,755,0,1732,0,0,2,1,3,1,7,1,1985,2,476,192,46,0,0,0,0,0,2010,178000,25,25,3,1,1,2,2,3
SawyerW,103,90,RL,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,Slab,NA,NA,NA,GasA,TA,Y,null,TA,Typ,NA,Attchd,Unf,TA,TA,Y,NA,NA,NA,6,WD,Alloca,64,7018,0,0,1535,0,0,1535,0,0,2,0,4,2,8,0,1979,2,410,0,0,0,0,0,0,0,2009,118964,30,30,3,1,1,2,2,3
CollgCr,104,20,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GasA,Ex,Y,null,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,5,WD,Normal,94,10402,0,1226,1226,0,0,1226,0,0,2,0,3,1,6,0,2009,3,740,0,36,0,0,0,0,0,2010,198900,1,1,3,1,1,3,2,3
